Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
10720.0,India,Maize,1991,13763.0,1083.0,72133.0,26.7
10721.0,India,Maize,1991,13763.0,1083.0,72133.0,25.74
10722.0,India,Potatoes,1991,162540.0,1083.0,72133.0,25.85
10723.0,India,Potatoes,1991,162540.0,1083.0,72133.0,26.9
10724.0,India,Potatoes,1991,162540.0,1083.0,72133.0,25.96
10725.0,India,Potatoes,1991,162540.0,1083.0,72133.0,23.77
10726.0,India,Potatoes,1991,162540.0,1083.0,72133.0,25.49
10727.0,India,Potatoes,1991,162540.0,1083.0,72133.0,25.82
10728.0,India,Potatoes,1991,162540.0,1083.0,72133.0,25.74
10729.0,India,Potatoes,1991,162540.0,1083.0,72133.0,26.54
10730.0,India,Potatoes,1991,162540.0,1083.0,72133.0,27.35
10731.0,India,Potatoes,1991,162540.0,1083.0,72133.0,25.4
10732.0,India,Potatoes,1991,162540.0,1083.0,72133.0,25.99
10733.0,India,Potatoes,1991,162540.0,1083.0,72133.0,25.32
10734.0,India,Potatoes,1991,162540.0,1083.0,72133.0,23.77
10735.0,India,Potatoes,1991,162540.0,1083.0,72133.0,26.2
10736.0,India,Potatoes,1991,162540.0,1083.0,72133.0,25.74
10737.0,India,Potatoes,1991,162540.0,1083.0,72133.0,25.55
10738.0,India,Potatoes,1991,162540.0,1083.0,72133.0,25.06
10739.0,India,Potatoes,1991,162540.0,1083.0,72133.0,26.34
10740.0,India,Potatoes,1991,162540.0,1083.0,72133.0,24.62
10741.0,India,Potatoes,1991,162540.0,1083.0,72133.0,26.7
10742.0,India,Potatoes,1991,162540.0,1083.0,72133.0,26.7
10743.0,India,Potatoes,1991,162540.0,1083.0,72133.0,25.74
10744.0,India,"Rice, paddy",1991,26271.0,1083.0,72133.0,25.85
10745.0,India,"Rice, paddy",1991,26271.0,1083.0,72133.0,26.9
10746.0,India,"Rice, paddy",1991,26271.0,1083.0,72133.0,25.96
10747.0,India,"Rice, paddy",1991,26271.0,1083.0,72133.0,23.77
10748.0,India,"Rice, paddy",1991,26271.0,1083.0,72133.0,25.49
10749.0,India,"Rice, paddy",1991,26271.0,1083.0,72133.0,25.82
10750.0,India,"Rice, paddy",1991,26271.0,1083.0,72133.0,25.74
10751.0,India,"Rice, paddy",1991,26271.0,1083.0,72133.0,26.54
10752.0,India,"Rice, paddy",1991,26271.0,1083.0,72133.0,27.35
10753.0,India,"Rice, paddy",1991,26271.0,1083.0,72133.0,25.4
10754.0,India,"Rice, paddy",1991,26271.0,1083.0,72133.0,25.99
10755.0,India,"Rice, paddy",1991,26271.0,1083.0,72133.0,25.32
10756.0,India,"Rice, paddy",1991,26271.0,1083.0,72133.0,23.77
10757.0,India,"Rice, paddy",1991,26271.0,1083.0,72133.0,26.2
10758.0,India,"Rice, paddy",1991,26271.0,1083.0,72133.0,25.74
10759.0,India,"Rice, paddy",1991,26271.0,1083.0,72133.0,25.55
10760.0,India,"Rice, paddy",1991,26271.0,1083.0,72133.0,25.06
10761.0,India,"Rice, paddy",1991,26271.0,1083.0,72133.0,26.34
10762.0,India,"Rice, paddy",1991,26271.0,1083.0,72133.0,24.62
10763.0,India,"Rice, paddy",1991,26271.0,1083.0,72133.0,26.7
10764.0,India,"Rice, paddy",1991,26271.0,1083.0,72133.0,26.7
10765.0,India,"Rice, paddy",1991,26271.0,1083.0,72133.0,25.74
10766.0,India,Sorghum,1991,6553.0,1083.0,72133.0,25.85
10767.0,India,Sorghum,1991,6553.0,1083.0,72133.0,26.9
10768.0,India,Sorghum,1991,6553.0,1083.0,72133.0,25.96
10769.0,India,Sorghum,1991,6553.0,1083.0,72133.0,23.77
10770.0,India,Sorghum,1991,6553.0,1083.0,72133.0,25.49
10771.0,India,Sorghum,1991,6553.0,1083.0,72133.0,25.82
10772.0,India,Sorghum,1991,6553.0,1083.0,72133.0,25.74
10773.0,India,Sorghum,1991,6553.0,1083.0,72133.0,26.54
10774.0,India,Sorghum,1991,6553.0,1083.0,72133.0,27.35
10775.0,India,Sorghum,1991,6553.0,1083.0,72133.0,25.4
10776.0,India,Sorghum,1991,6553.0,1083.0,72133.0,25.99
10777.0,India,Sorghum,1991,6553.0,1083.0,72133.0,25.32
10778.0,India,Sorghum,1991,6553.0,1083.0,72133.0,23.77
10779.0,India,Sorghum,1991,6553.0,1083.0,72133.0,26.2
10780.0,India,Sorghum,1991,6553.0,1083.0,72133.0,25.74
10781.0,India,Sorghum,1991,6553.0,1083.0,72133.0,25.55
10782.0,India,Sorghum,1991,6553.0,1083.0,72133.0,25.06
10783.0,India,Sorghum,1991,6553.0,1083.0,72133.0,26.34
10784.0,India,Sorghum,1991,6553.0,1083.0,72133.0,24.62
10785.0,India,Sorghum,1991,6553.0,1083.0,72133.0,26.7
10786.0,India,Sorghum,1991,6553.0,1083.0,72133.0,26.7
10787.0,India,Sorghum,1991,6553.0,1083.0,72133.0,25.74
10788.0,India,Soybeans,1991,7825.0,1083.0,72133.0,25.85
10789.0,India,Soybeans,1991,7825.0,1083.0,72133.0,26.9
10790.0,India,Soybeans,1991,7825.0,1083.0,72133.0,25.96
10791.0,India,Soybeans,1991,7825.0,1083.0,72133.0,23.77
10792.0,India,Soybeans,1991,7825.0,1083.0,72133.0,25.49
10793.0,India,Soybeans,1991,7825.0,1083.0,72133.0,25.82
10794.0,India,Soybeans,1991,7825.0,1083.0,72133.0,25.74
10795.0,India,Soybeans,1991,7825.0,1083.0,72133.0,26.54
10796.0,India,Soybeans,1991,7825.0,1083.0,72133.0,27.35
10797.0,India,Soybeans,1991,7825.0,1083.0,72133.0,25.4
10798.0,India,Soybeans,1991,7825.0,1083.0,72133.0,25.99
10799.0,India,Soybeans,1991,7825.0,1083.0,72133.0,25.32
10800.0,India,Soybeans,1991,7825.0,1083.0,72133.0,23.77
10801.0,India,Soybeans,1991,7825.0,1083.0,72133.0,26.2
10802.0,India,Soybeans,1991,7825.0,1083.0,72133.0,25.74
10803.0,India,Soybeans,1991,7825.0,1083.0,72133.0,25.55
10804.0,India,Soybeans,1991,7825.0,1083.0,72133.0,25.06
10805.0,India,Soybeans,1991,7825.0,1083.0,72133.0,26.34
10806.0,India,Soybeans,1991,7825.0,1083.0,72133.0,24.62
10807.0,India,Soybeans,1991,7825.0,1083.0,72133.0,26.7
10808.0,India,Soybeans,1991,7825.0,1083.0,72133.0,26.7
10809.0,India,Soybeans,1991,7825.0,1083.0,72133.0,25.74
10810.0,India,Sweet potatoes,1991,83453.0,1083.0,72133.0,25.85
10811.0,India,Sweet potatoes,1991,83453.0,1083.0,72133.0,26.9
10812.0,India,Sweet potatoes,1991,83453.0,1083.0,72133.0,25.96
10813.0,India,Sweet potatoes,1991,83453.0,1083.0,72133.0,23.77
10814.0,India,Sweet potatoes,1991,83453.0,1083.0,72133.0,25.49
10815.0,India,Sweet potatoes,1991,83453.0,1083.0,72133.0,25.82
10816.0,India,Sweet potatoes,1991,83453.0,1083.0,72133.0,25.74
10817.0,India,Sweet potatoes,1991,83453.0,1083.0,72133.0,26.54
10818.0,India,Sweet potatoes,1991,83453.0,1083.0,72133.0,27.35
10819.0,India,Sweet potatoes,1991,83453.0,1083.0,72133.0,25.4
10820.0,India,Sweet potatoes,1991,83453.0,1083.0,72133.0,25.99
10821.0,India,Sweet potatoes,1991,83453.0,1083.0,72133.0,25.32
10822.0,India,Sweet potatoes,1991,83453.0,1083.0,72133.0,23.77
10823.0,India,Sweet potatoes,1991,83453.0,1083.0,72133.0,26.2
10824.0,India,Sweet potatoes,1991,83453.0,1083.0,72133.0,25.74
10825.0,India,Sweet potatoes,1991,83453.0,1083.0,72133.0,25.55
10826.0,India,Sweet potatoes,1991,83453.0,1083.0,72133.0,25.06
10827.0,India,Sweet potatoes,1991,83453.0,1083.0,72133.0,26.34
10828.0,India,Sweet potatoes,1991,83453.0,1083.0,72133.0,24.62
10829.0,India,Sweet potatoes,1991,83453.0,1083.0,72133.0,26.7
10830.0,India,Sweet potatoes,1991,83453.0,1083.0,72133.0,26.7
10831.0,India,Sweet potatoes,1991,83453.0,1083.0,72133.0,25.74
10832.0,India,Wheat,1991,22814.0,1083.0,72133.0,25.85
10833.0,India,Wheat,1991,22814.0,1083.0,72133.0,26.9
10834.0,India,Wheat,1991,22814.0,1083.0,72133.0,25.96
10835.0,India,Wheat,1991,22814.0,1083.0,72133.0,23.77
10836.0,India,Wheat,1991,22814.0,1083.0,72133.0,25.49
10837.0,India,Wheat,1991,22814.0,1083.0,72133.0,25.82
10838.0,India,Wheat,1991,22814.0,1083.0,72133.0,25.74
10839.0,India,Wheat,1991,22814.0,1083.0,72133.0,26.54
10840.0,India,Wheat,1991,22814.0,1083.0,72133.0,27.35
10841.0,India,Wheat,1991,22814.0,1083.0,72133.0,25.4
10842.0,India,Wheat,1991,22814.0,1083.0,72133.0,25.99
10843.0,India,Wheat,1991,22814.0,1083.0,72133.0,25.32
10844.0,India,Wheat,1991,22814.0,1083.0,72133.0,23.77
10845.0,India,Wheat,1991,22814.0,1083.0,72133.0,26.2
10846.0,India,Wheat,1991,22814.0,1083.0,72133.0,25.74
10847.0,India,Wheat,1991,22814.0,1083.0,72133.0,25.55
10848.0,India,Wheat,1991,22814.0,1083.0,72133.0,25.06
10849.0,India,Wheat,1991,22814.0,1083.0,72133.0,26.34
10850.0,India,Wheat,1991,22814.0,1083.0,72133.0,24.62
10851.0,India,Wheat,1991,22814.0,1083.0,72133.0,26.7
10852.0,India,Wheat,1991,22814.0,1083.0,72133.0,26.7
10853.0,India,Wheat,1991,22814.0,1083.0,72133.0,25.74
10854.0,India,Cassava,1992,232463.0,1083.0,70791.0,25.69
10855.0,India,Cassava,1992,232463.0,1083.0,70791.0,26.82
10856.0,India,Cassava,1992,232463.0,1083.0,70791.0,26.09
10857.0,India,Cassava,1992,232463.0,1083.0,70791.0,23.79
10858.0,India,Cassava,1992,232463.0,1083.0,70791.0,25.16
10859.0,India,Cassava,1992,232463.0,1083.0,70791.0,25.91
10860.0,India,Cassava,1992,232463.0,1083.0,70791.0,25.52
10861.0,India,Cassava,1992,232463.0,1083.0,70791.0,26.41
10862.0,India,Cassava,1992,232463.0,1083.0,70791.0,27.24
10863.0,India,Cassava,1992,232463.0,1083.0,70791.0,25.41
10864.0,India,Cassava,1992,232463.0,1083.0,70791.0,25.73
10865.0,India,Cassava,1992,232463.0,1083.0,70791.0,25.27
10866.0,India,Cassava,1992,232463.0,1083.0,70791.0,23.79
10867.0,India,Cassava,1992,232463.0,1083.0,70791.0,26.32
10868.0,India,Cassava,1992,232463.0,1083.0,70791.0,25.52
10869.0,India,Cassava,1992,232463.0,1083.0,70791.0,25.58
10870.0,India,Cassava,1992,232463.0,1083.0,70791.0,25.14
10871.0,India,Cassava,1992,232463.0,1083.0,70791.0,26.37
10872.0,India,Cassava,1992,232463.0,1083.0,70791.0,24.62
10873.0,India,Cassava,1992,232463.0,1083.0,70791.0,26.78
10874.0,India,Cassava,1992,232463.0,1083.0,70791.0,26.78
10875.0,India,Cassava,1992,232463.0,1083.0,70791.0,25.89
10876.0,India,Maize,1992,16758.0,1083.0,70791.0,25.69
10877.0,India,Maize,1992,16758.0,1083.0,70791.0,26.82
10878.0,India,Maize,1992,16758.0,1083.0,70791.0,26.09
10879.0,India,Maize,1992,16758.0,1083.0,70791.0,23.79
10880.0,India,Maize,1992,16758.0,1083.0,70791.0,25.16
10881.0,India,Maize,1992,16758.0,1083.0,70791.0,25.91
10882.0,India,Maize,1992,16758.0,1083.0,70791.0,25.52
10883.0,India,Maize,1992,16758.0,1083.0,70791.0,26.41
10884.0,India,Maize,1992,16758.0,1083.0,70791.0,27.24
10885.0,India,Maize,1992,16758.0,1083.0,70791.0,25.41
10886.0,India,Maize,1992,16758.0,1083.0,70791.0,25.73
10887.0,India,Maize,1992,16758.0,1083.0,70791.0,25.27
10888.0,India,Maize,1992,16758.0,1083.0,70791.0,23.79
10889.0,India,Maize,1992,16758.0,1083.0,70791.0,26.32
10890.0,India,Maize,1992,16758.0,1083.0,70791.0,25.52
10891.0,India,Maize,1992,16758.0,1083.0,70791.0,25.58
10892.0,India,Maize,1992,16758.0,1083.0,70791.0,25.14
10893.0,India,Maize,1992,16758.0,1083.0,70791.0,26.37
10894.0,India,Maize,1992,16758.0,1083.0,70791.0,24.62
10895.0,India,Maize,1992,16758.0,1083.0,70791.0,26.78
10896.0,India,Maize,1992,16758.0,1083.0,70791.0,26.78
10897.0,India,Maize,1992,16758.0,1083.0,70791.0,25.89
10898.0,India,Potatoes,1992,160294.0,1083.0,70791.0,25.69
10899.0,India,Potatoes,1992,160294.0,1083.0,70791.0,26.82
10900.0,India,Potatoes,1992,160294.0,1083.0,70791.0,26.09
10901.0,India,Potatoes,1992,160294.0,1083.0,70791.0,23.79
10902.0,India,Potatoes,1992,160294.0,1083.0,70791.0,25.16
10903.0,India,Potatoes,1992,160294.0,1083.0,70791.0,25.91
10904.0,India,Potatoes,1992,160294.0,1083.0,70791.0,25.52
10905.0,India,Potatoes,1992,160294.0,1083.0,70791.0,26.41
10906.0,India,Potatoes,1992,160294.0,1083.0,70791.0,27.24
10907.0,India,Potatoes,1992,160294.0,1083.0,70791.0,25.41
10908.0,India,Potatoes,1992,160294.0,1083.0,70791.0,25.73
10909.0,India,Potatoes,1992,160294.0,1083.0,70791.0,25.27
10910.0,India,Potatoes,1992,160294.0,1083.0,70791.0,23.79
10911.0,India,Potatoes,1992,160294.0,1083.0,70791.0,26.32
10912.0,India,Potatoes,1992,160294.0,1083.0,70791.0,25.52
10913.0,India,Potatoes,1992,160294.0,1083.0,70791.0,25.58
10914.0,India,Potatoes,1992,160294.0,1083.0,70791.0,25.14
10915.0,India,Potatoes,1992,160294.0,1083.0,70791.0,26.37
10916.0,India,Potatoes,1992,160294.0,1083.0,70791.0,24.62
10917.0,India,Potatoes,1992,160294.0,1083.0,70791.0,26.78
10918.0,India,Potatoes,1992,160294.0,1083.0,70791.0,26.78
10919.0,India,Potatoes,1992,160294.0,1083.0,70791.0,25.89
10920.0,India,"Rice, paddy",1992,26092.0,1083.0,70791.0,25.69
10921.0,India,"Rice, paddy",1992,26092.0,1083.0,70791.0,26.82
10922.0,India,"Rice, paddy",1992,26092.0,1083.0,70791.0,26.09
10923.0,India,"Rice, paddy",1992,26092.0,1083.0,70791.0,23.79
10924.0,India,"Rice, paddy",1992,26092.0,1083.0,70791.0,25.16
10925.0,India,"Rice, paddy",1992,26092.0,1083.0,70791.0,25.91
10926.0,India,"Rice, paddy",1992,26092.0,1083.0,70791.0,25.52
10927.0,India,"Rice, paddy",1992,26092.0,1083.0,70791.0,26.41
10928.0,India,"Rice, paddy",1992,26092.0,1083.0,70791.0,27.24
10929.0,India,"Rice, paddy",1992,26092.0,1083.0,70791.0,25.41
10930.0,India,"Rice, paddy",1992,26092.0,1083.0,70791.0,25.73
10931.0,India,"Rice, paddy",1992,26092.0,1083.0,70791.0,25.27
10932.0,India,"Rice, paddy",1992,26092.0,1083.0,70791.0,23.79
10933.0,India,"Rice, paddy",1992,26092.0,1083.0,70791.0,26.32
10934.0,India,"Rice, paddy",1992,26092.0,1083.0,70791.0,25.52
10935.0,India,"Rice, paddy",1992,26092.0,1083.0,70791.0,25.58
10936.0,India,"Rice, paddy",1992,26092.0,1083.0,70791.0,25.14
10937.0,India,"Rice, paddy",1992,26092.0,1083.0,70791.0,26.37
10938.0,India,"Rice, paddy",1992,26092.0,1083.0,70791.0,24.62
10939.0,India,"Rice, paddy",1992,26092.0,1083.0,70791.0,26.78
10940.0,India,"Rice, paddy",1992,26092.0,1083.0,70791.0,26.78
10941.0,India,"Rice, paddy",1992,26092.0,1083.0,70791.0,25.89
10942.0,India,Sorghum,1992,9820.0,1083.0,70791.0,25.69
10943.0,India,Sorghum,1992,9820.0,1083.0,70791.0,26.82
10944.0,India,Sorghum,1992,9820.0,1083.0,70791.0,26.09
10945.0,India,Sorghum,1992,9820.0,1083.0,70791.0,23.79
10946.0,India,Sorghum,1992,9820.0,1083.0,70791.0,25.16
10947.0,India,Sorghum,1992,9820.0,1083.0,70791.0,25.91
10948.0,India,Sorghum,1992,9820.0,1083.0,70791.0,25.52
10949.0,India,Sorghum,1992,9820.0,1083.0,70791.0,26.41
10950.0,India,Sorghum,1992,9820.0,1083.0,70791.0,27.24
10951.0,India,Sorghum,1992,9820.0,1083.0,70791.0,25.41
10952.0,India,Sorghum,1992,9820.0,1083.0,70791.0,25.73
10953.0,India,Sorghum,1992,9820.0,1083.0,70791.0,25.27
10954.0,India,Sorghum,1992,9820.0,1083.0,70791.0,23.79
10955.0,India,Sorghum,1992,9820.0,1083.0,70791.0,26.32
10956.0,India,Sorghum,1992,9820.0,1083.0,70791.0,25.52
10957.0,India,Sorghum,1992,9820.0,1083.0,70791.0,25.58
10958.0,India,Sorghum,1992,9820.0,1083.0,70791.0,25.14
10959.0,India,Sorghum,1992,9820.0,1083.0,70791.0,26.37
10960.0,India,Sorghum,1992,9820.0,1083.0,70791.0,24.62
10961.0,India,Sorghum,1992,9820.0,1083.0,70791.0,26.78
10962.0,India,Sorghum,1992,9820.0,1083.0,70791.0,26.78
10963.0,India,Sorghum,1992,9820.0,1083.0,70791.0,25.89
10964.0,India,Soybeans,1992,8947.0,1083.0,70791.0,25.69
10965.0,India,Soybeans,1992,8947.0,1083.0,70791.0,26.82
10966.0,India,Soybeans,1992,8947.0,1083.0,70791.0,26.09
10967.0,India,Soybeans,1992,8947.0,1083.0,70791.0,23.79
10968.0,India,Soybeans,1992,8947.0,1083.0,70791.0,25.16
10969.0,India,Soybeans,1992,8947.0,1083.0,70791.0,25.91
10970.0,India,Soybeans,1992,8947.0,1083.0,70791.0,25.52
10971.0,India,Soybeans,1992,8947.0,1083.0,70791.0,26.41
10972.0,India,Soybeans,1992,8947.0,1083.0,70791.0,27.24
10973.0,India,Soybeans,1992,8947.0,1083.0,70791.0,25.41
10974.0,India,Soybeans,1992,8947.0,1083.0,70791.0,25.73
10975.0,India,Soybeans,1992,8947.0,1083.0,70791.0,25.27
10976.0,India,Soybeans,1992,8947.0,1083.0,70791.0,23.79
10977.0,India,Soybeans,1992,8947.0,1083.0,70791.0,26.32
10978.0,India,Soybeans,1992,8947.0,1083.0,70791.0,25.52
10979.0,India,Soybeans,1992,8947.0,1083.0,70791.0,25.58
10980.0,India,Soybeans,1992,8947.0,1083.0,70791.0,25.14
10981.0,India,Soybeans,1992,8947.0,1083.0,70791.0,26.37
10982.0,India,Soybeans,1992,8947.0,1083.0,70791.0,24.62
10983.0,India,Soybeans,1992,8947.0,1083.0,70791.0,26.78
10984.0,India,Soybeans,1992,8947.0,1083.0,70791.0,26.78
10985.0,India,Soybeans,1992,8947.0,1083.0,70791.0,25.89
10986.0,India,Sweet potatoes,1992,82835.0,1083.0,70791.0,25.69
10987.0,India,Sweet potatoes,1992,82835.0,1083.0,70791.0,26.82
10988.0,India,Sweet potatoes,1992,82835.0,1083.0,70791.0,26.09
10989.0,India,Sweet potatoes,1992,82835.0,1083.0,70791.0,23.79
10990.0,India,Sweet potatoes,1992,82835.0,1083.0,70791.0,25.16
10991.0,India,Sweet potatoes,1992,82835.0,1083.0,70791.0,25.91
10992.0,India,Sweet potatoes,1992,82835.0,1083.0,70791.0,25.52
10993.0,India,Sweet potatoes,1992,82835.0,1083.0,70791.0,26.41
10994.0,India,Sweet potatoes,1992,82835.0,1083.0,70791.0,27.24
10995.0,India,Sweet potatoes,1992,82835.0,1083.0,70791.0,25.41
10996.0,India,Sweet potatoes,1992,82835.0,1083.0,70791.0,25.73
10997.0,India,Sweet potatoes,1992,82835.0,1083.0,70791.0,25.27
10998.0,India,Sweet potatoes,1992,82835.0,1083.0,70791.0,23.79
10999.0,India,Sweet potatoes,1992,82835.0,1083.0,70791.0,26.32
11000.0,India,Sweet potatoes,1992,82835.0,1083.0,70791.0,25.52
11001.0,India,Sweet potatoes,1992,82835.0,1083.0,70791.0,25.58
11002.0,India,Sweet potatoes,1992,82835.0,1083.0,70791.0,25.14
11003.0,India,Sweet potatoes,1992,82835.0,1083.0,70791.0,26.37
11004.0,India,Sweet potatoes,1992,82835.0,1083.0,70791.0,24.62
11005.0,India,Sweet potatoes,1992,82835.0,1083.0,70791.0,26.78
11006.0,India,Sweet potatoes,1992,82835.0,1083.0,70791.0,26.78
11007.0,India,Sweet potatoes,1992,82835.0,1083.0,70791.0,25.89
11008.0,India,Wheat,1992,23940.0,1083.0,70791.0,25.69
11009.0,India,Wheat,1992,23940.0,1083.0,70791.0,26.82
11010.0,India,Wheat,1992,23940.0,1083.0,70791.0,26.09
11011.0,India,Wheat,1992,23940.0,1083.0,70791.0,23.79
11012.0,India,Wheat,1992,23940.0,1083.0,70791.0,25.16
11013.0,India,Wheat,1992,23940.0,1083.0,70791.0,25.91
11014.0,India,Wheat,1992,23940.0,1083.0,70791.0,25.52
11015.0,India,Wheat,1992,23940.0,1083.0,70791.0,26.41
11016.0,India,Wheat,1992,23940.0,1083.0,70791.0,27.24
11017.0,India,Wheat,1992,23940.0,1083.0,70791.0,25.41
11018.0,India,Wheat,1992,23940.0,1083.0,70791.0,25.73
11019.0,India,Wheat,1992,23940.0,1083.0,70791.0,25.27
11020.0,India,Wheat,1992,23940.0,1083.0,70791.0,23.79
11021.0,India,Wheat,1992,23940.0,1083.0,70791.0,26.32
11022.0,India,Wheat,1992,23940.0,1083.0,70791.0,25.52
11023.0,India,Wheat,1992,23940.0,1083.0,70791.0,25.58
11024.0,India,Wheat,1992,23940.0,1083.0,70791.0,25.14
11025.0,India,Wheat,1992,23940.0,1083.0,70791.0,26.37
11026.0,India,Wheat,1992,23940.0,1083.0,70791.0,24.62
11027.0,India,Wheat,1992,23940.0,1083.0,70791.0,26.78
11028.0,India,Wheat,1992,23940.0,1083.0,70791.0,26.78
11029.0,India,Wheat,1992,23940.0,1083.0,70791.0,25.89
11030.0,India,Cassava,1993,230430.0,1083.0,66388.0,25.88
11031.0,India,Cassava,1993,230430.0,1083.0,66388.0,27.46
11032.0,India,Cassava,1993,230430.0,1083.0,66388.0,26.1
11033.0,India,Cassava,1993,230430.0,1083.0,66388.0,24.34
11034.0,India,Cassava,1993,230430.0,1083.0,66388.0,25.22
11035.0,India,Cassava,1993,230430.0,1083.0,66388.0,25.75
11036.0,India,Cassava,1993,230430.0,1083.0,66388.0,25.92
11037.0,India,Cassava,1993,230430.0,1083.0,66388.0,26.34
11038.0,India,Cassava,1993,230430.0,1083.0,66388.0,27.24
11039.0,India,Cassava,1993,230430.0,1083.0,66388.0,25.5
11040.0,India,Cassava,1993,230430.0,1083.0,66388.0,26.32
11041.0,India,Cassava,1993,230430.0,1083.0,66388.0,25.27
11042.0,India,Cassava,1993,230430.0,1083.0,66388.0,24.34
11043.0,India,Cassava,1993,230430.0,1083.0,66388.0,26.07
11044.0,India,Cassava,1993,230430.0,1083.0,66388.0,25.92
11045.0,India,Cassava,1993,230430.0,1083.0,66388.0,25.66
11046.0,India,Cassava,1993,230430.0,1083.0,66388.0,25.06
11047.0,India,Cassava,1993,230430.0,1083.0,66388.0,27.07
11048.0,India,Cassava,1993,230430.0,1083.0,66388.0,24.74
11049.0,India,Cassava,1993,230430.0,1083.0,66388.0,27.04
11050.0,India,Cassava,1993,230430.0,1083.0,66388.0,27.04
11051.0,India,Cassava,1993,230430.0,1083.0,66388.0,25.97
11052.0,India,Maize,1993,16015.0,1083.0,66388.0,25.88
11053.0,India,Maize,1993,16015.0,1083.0,66388.0,27.46
11054.0,India,Maize,1993,16015.0,1083.0,66388.0,26.1
11055.0,India,Maize,1993,16015.0,1083.0,66388.0,24.34
11056.0,India,Maize,1993,16015.0,1083.0,66388.0,25.22
11057.0,India,Maize,1993,16015.0,1083.0,66388.0,25.75
11058.0,India,Maize,1993,16015.0,1083.0,66388.0,25.92
11059.0,India,Maize,1993,16015.0,1083.0,66388.0,26.34
11060.0,India,Maize,1993,16015.0,1083.0,66388.0,27.24
11061.0,India,Maize,1993,16015.0,1083.0,66388.0,25.5
11062.0,India,Maize,1993,16015.0,1083.0,66388.0,26.32
11063.0,India,Maize,1993,16015.0,1083.0,66388.0,25.27
11064.0,India,Maize,1993,16015.0,1083.0,66388.0,24.34
11065.0,India,Maize,1993,16015.0,1083.0,66388.0,26.07
11066.0,India,Maize,1993,16015.0,1083.0,66388.0,25.92
11067.0,India,Maize,1993,16015.0,1083.0,66388.0,25.66
11068.0,India,Maize,1993,16015.0,1083.0,66388.0,25.06
11069.0,India,Maize,1993,16015.0,1083.0,66388.0,27.07
11070.0,India,Maize,1993,16015.0,1083.0,66388.0,24.74
11071.0,India,Maize,1993,16015.0,1083.0,66388.0,27.04
11072.0,India,Maize,1993,16015.0,1083.0,66388.0,27.04
11073.0,India,Maize,1993,16015.0,1083.0,66388.0,25.97
11074.0,India,Potatoes,1993,149024.0,1083.0,66388.0,25.88
11075.0,India,Potatoes,1993,149024.0,1083.0,66388.0,27.46
11076.0,India,Potatoes,1993,149024.0,1083.0,66388.0,26.1
11077.0,India,Potatoes,1993,149024.0,1083.0,66388.0,24.34
11078.0,India,Potatoes,1993,149024.0,1083.0,66388.0,25.22
11079.0,India,Potatoes,1993,149024.0,1083.0,66388.0,25.75
11080.0,India,Potatoes,1993,149024.0,1083.0,66388.0,25.92
11081.0,India,Potatoes,1993,149024.0,1083.0,66388.0,26.34
11082.0,India,Potatoes,1993,149024.0,1083.0,66388.0,27.24
11083.0,India,Potatoes,1993,149024.0,1083.0,66388.0,25.5
11084.0,India,Potatoes,1993,149024.0,1083.0,66388.0,26.32
11085.0,India,Potatoes,1993,149024.0,1083.0,66388.0,25.27
11086.0,India,Potatoes,1993,149024.0,1083.0,66388.0,24.34
11087.0,India,Potatoes,1993,149024.0,1083.0,66388.0,26.07
11088.0,India,Potatoes,1993,149024.0,1083.0,66388.0,25.92
11089.0,India,Potatoes,1993,149024.0,1083.0,66388.0,25.66
11090.0,India,Potatoes,1993,149024.0,1083.0,66388.0,25.06
11091.0,India,Potatoes,1993,149024.0,1083.0,66388.0,27.07
11092.0,India,Potatoes,1993,149024.0,1083.0,66388.0,24.74
11093.0,India,Potatoes,1993,149024.0,1083.0,66388.0,27.04
11094.0,India,Potatoes,1993,149024.0,1083.0,66388.0,27.04
11095.0,India,Potatoes,1993,149024.0,1083.0,66388.0,25.97
11096.0,India,"Rice, paddy",1993,28303.0,1083.0,66388.0,25.88
11097.0,India,"Rice, paddy",1993,28303.0,1083.0,66388.0,27.46
11098.0,India,"Rice, paddy",1993,28303.0,1083.0,66388.0,26.1
11099.0,India,"Rice, paddy",1993,28303.0,1083.0,66388.0,24.34
11100.0,India,"Rice, paddy",1993,28303.0,1083.0,66388.0,25.22
11101.0,India,"Rice, paddy",1993,28303.0,1083.0,66388.0,25.75
11102.0,India,"Rice, paddy",1993,28303.0,1083.0,66388.0,25.92
11103.0,India,"Rice, paddy",1993,28303.0,1083.0,66388.0,26.34
11104.0,India,"Rice, paddy",1993,28303.0,1083.0,66388.0,27.24
11105.0,India,"Rice, paddy",1993,28303.0,1083.0,66388.0,25.5
11106.0,India,"Rice, paddy",1993,28303.0,1083.0,66388.0,26.32
11107.0,India,"Rice, paddy",1993,28303.0,1083.0,66388.0,25.27
11108.0,India,"Rice, paddy",1993,28303.0,1083.0,66388.0,24.34
11109.0,India,"Rice, paddy",1993,28303.0,1083.0,66388.0,26.07
11110.0,India,"Rice, paddy",1993,28303.0,1083.0,66388.0,25.92
11111.0,India,"Rice, paddy",1993,28303.0,1083.0,66388.0,25.66
11112.0,India,"Rice, paddy",1993,28303.0,1083.0,66388.0,25.06
11113.0,India,"Rice, paddy",1993,28303.0,1083.0,66388.0,27.07
